set,language,singer,title,url,views,likes,comments,bonafide_or_spoof
Training,Mandarin,Stefanie_Sun,AI孙燕姿翻唱经典老歌《我不是黄蓉》，音质超棒,https://www.bilibili.com/video/BV1Tc411w7sb/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,355,1,0,1
Training,Japanese,Stefanie_Sun,(AI孙燕姿) 火影忍者疾风传 青鸟,https://www.bilibili.com/video/BV12M4y1R7bL/?spm_id_from=333.788.recommend_more_video.2&vd_source=bda8c28f9763524b2b9bd9962b1b4120,50332,764,71,1
Training,French,Stefanie_Sun,【AI翻唱 不是“孙燕姿”】我的名字叫伊蓮(法语Je M'appelle Hélène ) （AI挑戰法語能否成功？）,https://www.youtube.com/watch?v=x12wpj8rgtQ&list=PLqil1-qewx9gnDh3Iwh3Y7P2rdcvXoen9&index=8,2319,32,7,1
Training,Mandarin,Stefanie_Sun,AI孙燕姿翻唱《向天再借五百年》惊艳全场，声音太像了,https://www.bilibili.com/video/BV1pk4y1x7hx/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,281816,3438,217,1
Training,Mandarin,Stefanie_Sun,AI版孙燕姿翻唱张韶涵的《浮云》，高音连唱惊艳众人,https://www.bilibili.com/video/BV1UV4y117fp/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,1038,8,2,1
Training,Mandarin,Stefanie_Sun,[AI 孙燕姿] 《发如雪》cover 周杰伦,https://www.bilibili.com/video/BV1yv4y1H7wz/?spm_id_from=333.337.search-card.all.click,3541161,77773,3790,1
Training,Mandarin,Stefanie_Sun,【AI 孙燕姿】《三国恋》AI的戏腔也可以很美,https://www.bilibili.com/video/BV1wh411A7BM/?spm_id_from=333.788.recommend_more_video.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,207752,6403,320,1
Training,Mandarin,Stefanie_Sun,AI孙燕姿神仙歌喉再次来袭！《可惜没如果》超级好听,https://www.bilibili.com/video/BV1sk4y1W7Fj/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,9930,40,0,1
Training,Mandarin,Stefanie_Sun,【AI孙燕姿】《崇拜》 Cover 梁静茹,https://www.bilibili.com/video/BV1Nu411n7wE/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,3223,24,6,1
Training,Mandarin,Stefanie_Sun,【AI孙燕姿】《当你老了》来看年轻的姿,https://www.bilibili.com/video/BV1Zm4y1771A/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,2950,42,7,1
Training,Mandarin,Stefanie_Sun,【AI 孙燕姿】【4K】 《不敢哭》- cover 梁心颐,https://www.bilibili.com/video/BV1Nh4y187iW/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,452,15,6,1
Training,Mandarin,Stefanie_Sun,「 AI 孙燕姿 」《童话》 你们还记得这首童话吗？,https://www.bilibili.com/video/BV1Lm4y1L7q3/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,20949,265,23,1
Training,Mandarin,Stefanie_Sun,AI孙燕姿翻唱《你听得到》，柔情演绎爱情的美好,https://www.bilibili.com/video/BV1BP41197H9/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,8534,37,1,1
Training,Mandarin,Stefanie_Sun,AI孙燕姿翻唱《圣诞结》，让人感受到了温馨的节日气息,https://www.bilibili.com/video/BV1cN411y7Di/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,5989,48,4,1
Training,Cantonese,Stefanie_Sun,AI孙燕姿翻唱《圆》，婉转动人，嗓音纯净清澈，令人陶醉！,https://www.bilibili.com/video/BV1Rs4y1C791/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,3548,11,1,1
Training,Mandarin,Stefanie_Sun,AI孙燕姿翻唱周杰伦的《断了的弦》，婉转的嗓音让人陶醉,https://www.bilibili.com/video/BV1Hm4y1L7az/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,876,16,2,1
Training,Mandarin,Stefanie_Sun,【AI 孙燕姿】惊艳翻唱《 蜗牛》 感动人心，顶级音质,https://www.bilibili.com/video/BV1Uh4y1R7Ks/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,36564,340,30,1
Training,Mandarin,Stefanie_Sun,听孙燕姿AI翻唱的《你的背包》，完美还原了陈奕迅的魅力,https://www.bilibili.com/video/BV1DL411v7mp/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,8635,62,9,1
Training,Mandarin,Stefanie_Sun,AI孙燕姿翻唱《那些花儿》，柔情嗓音，让你瞬间回到朴树时光,https://www.bilibili.com/video/BV1fc411w7ww/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,106396,2207,79,1
Training,Mandarin,Stefanie_Sun,「 AI 孙燕姿 」《大城小爱》cover 王力宏,https://www.bilibili.com/video/BV1yM4y147GE/?spm_id_from=333.788,700013,15474,687,1
Training,Mandarin,Stefanie_Sun,"孙燕姿""AI分身""演唱五月天《我不愿让你一个人》,美声惊艳全场",https://www.bilibili.com/video/BV1KP411d7KT/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,7067,43,4,1
Training,Mandarin,Stefanie_Sun,「 AI 孙燕姿 」《枫》 独唱版 最后一句太难了,https://www.bilibili.com/video/BV1tg4y1A7ks/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,34945,218,29,1
Training,Mandarin,Stefanie_Sun,【AI孙燕姿】《花》Cover 萧潇,https://www.bilibili.com/video/BV1v84y1Z76c/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,2024,8,6,1
Training,Mandarin,Stefanie_Sun,「 AI 孙燕姿 」《他不懂》 重制版 期待本人有天能唱这首歌,https://www.bilibili.com/video/BV1am4y1v7fq/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,102858,1634,88,1
Training,Mandarin,Stefanie_Sun,【AI孙燕姿】cover 李健《向往》当春风掠过山岗 依然能感觉寒冷 却无法阻挡对温暖的向往,https://www.bilibili.com/video/BV1tz4y1e7Vi/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120,869,8,5,1
Training,English,Stefanie_Sun,【AI孙燕姿】全球最好听歌曲之一《Far Away From Home》,https://www.bilibili.com/video/BV1694y1Y7fM/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,3664,59,9,1
Training,Mandarin,Stefanie_Sun,【AI 孙燕姿】《我落泪情绪零碎》原来诗跟离别，可以没有结尾,https://www.bilibili.com/video/BV1cc41137UH/?spm_id_from=333.788.recommend_more_video.1&vd_source=bda8c28f9763524b2b9bd9962b1b4120,735149,19595,624,1
Training,Mandarin,Stefanie_Sun,「 AI 孙燕姿 」《需要人陪》cover 王力宏,https://www.bilibili.com/video/BV1sM41137AX/?spm_id_from=333.337.search-card.all.click,973993,28019,1152,1
Training,Mandarin,Stefanie_Sun,AI孙燕姿再次惊艳！用柔美的声线唱出周杰伦的《一路向北》,https://www.bilibili.com/video/BV19u411s7Ve/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,31960,170,9,1
Training,English,Stefanie_Sun,AI孙燕姿超越原唱，用一首《Fly Me to the Moon》征服了全场,https://www.bilibili.com/video/BV1ms4y1K7A9/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,8532,33,6,1
Training,Mandarin,Stefanie_Sun,【AI 孙燕姿】《爱的回归线》在爱的回归线，有期待终会又相见,https://www.bilibili.com/video/BV11V4y147tw/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,296215,7150,297,1
Training,Mandarin,Stefanie_Sun,AI孙燕姿翻唱《我记得》，婉转动人，嗓音如丝般柔软，让人沉醉其中！,https://www.bilibili.com/video/BV1AX4y1q74j/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,1291,21,2,1
Training,Mandarin,Stefanie_Sun,「 AI 孙燕姿 」《岁月神偷》cover 金玟岐,https://www.bilibili.com/video/BV1Jg4y1M7w7/?spm_id_from=333.788,240055,4334,257,1
Training,Mandarin,Stefanie_Sun,AI孙燕姿惊艳翻唱《被动》，网友听后直呼“难以置信”,https://www.bilibili.com/video/BV1ao4y1g7jJ/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,262299,7665,240,1
Training,Mandarin,Stefanie_Sun,【AI翻唱 不是“孙燕姿”】突然的自我 cover 伍佰（这歌老娘能唱？三杯酒之後，伍佰老師你就伴奏就可以了）,https://www.youtube.com/watch?v=dmWhHPxTCNw&list=PLqil1-qewx9gnDh3Iwh3Y7P2rdcvXoen9&index=11,1599,13,4,1
Training,Mandarin,Stefanie_Sun,「 AI 孙燕姿 」《一路向北》重制版,https://www.bilibili.com/video/BV1bh411K75x/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,29573,275,23,1
Training,Mandarin,Stefanie_Sun,Ai孙燕姿 翻唱：《当》cover动力火车,https://www.bilibili.com/video/BV1dN411y7ui/?spm_id_from=333.788.recommend_more_video.1&vd_source=bda8c28f9763524b2b9bd9962b1b4120,96930,2322,163,1
Training,Mandarin,Stefanie_Sun,「 AI 孙燕姿 」《春泥》 这大概是最好听的女版翻唱之一,https://www.bilibili.com/video/BV1ds4y1C7ti/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,394964,6969,552,1
Training,Mandarin,Stefanie_Sun,「 AI 孙燕姿 」《修炼爱情》 别人有的爱，我们不可能模仿,https://www.bilibili.com/video/BV18P411D7w8/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,72223,646,34,1
Training,Mandarin,Stefanie_Sun,【AI 孙燕姿】《爱情转移&富士山下》爱情不停站，想开往地老天荒，需要多勇敢,https://www.bilibili.com/video/BV1su411h7NC/?spm_id_from=333.788,306838,5109,230,1
Training,Mandarin,Stefanie_Sun,AI孙燕姿翻唱《无论你多怪异我还是会喜欢你》，歌声温柔动人，歌词暖心感人，让人感受到爱的力量！,https://www.bilibili.com/video/BV1UN411D7ZL/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,408,6,3,1
Training,English,Stefanie_Sun,【AI 孙燕姿】《Apologize》再次听到这首歌时，你会有怎样的感觉,https://www.bilibili.com/video/BV1ck4y1u7wc/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,141754,2036,116,1
Training,Mandarin,Stefanie_Sun,【AI翻唱 不是“孙燕姿”】她來聽我的演唱會 cover 張學友（在40歲後唱歌的女人很美，2025聽我們的演唱會）,https://www.youtube.com/watch?v=ueOi0jtOMPE&list=PLqil1-qewx9jmnoE_P_R39UIO325ZLS1j,49246,288,28,1
Training,Mandarin,Stefanie_Sun,AI孙燕姿翻唱梁静茹的《宁夏》超级好听！让人陶醉在音乐里,https://www.bilibili.com/video/BV1tz4y1q7hR/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,16325,258,9,1
Training,Mandarin,Stefanie_Sun,AI孙燕姿演绎《快乐小神仙》，欢快活泼的旋律，让人感受到童年无忧无虑的快乐时光！,https://www.bilibili.com/video/BV1ch4y1M7iS/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,495,5,1,1
Training,Mandarin,Stefanie_Sun,【AI孙燕姿】《凄美地》,https://www.bilibili.com/video/BV1DN411e7iU/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,4372,37,5,1
Training,Mandarin,Stefanie_Sun,AI孙燕姿演绎《伤不起》，感性的旋律加上温暖的歌声，带领人们走出情感的伤痛，重新拥抱生活！,https://www.bilibili.com/video/BV1Eg4y1A7bg/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,1382,28,1,1
Training,Mandarin,Stefanie_Sun,AI孙燕姿演绎《醉拳》主题曲，歌声充满力量，配合精彩的武打场面，让人热血沸腾！,https://www.bilibili.com/video/BV1wa4y1w7Mb/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,748,19,2,1
Training,Mandarin,Stefanie_Sun,【AI 孙燕姿】【4K】 我可以 - cover 蔡旻佑,https://www.bilibili.com/video/BV1Ac411K74W/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,1203,25,6,1
Training,Mandarin,Stefanie_Sun,AI孙燕姿演绎《好运来》，嗓音甜美动人，带来好心情！,https://www.bilibili.com/video/BV1YM4y1n7g7/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,1261,17,3,1
Training,Mandarin,Stefanie_Sun,AI孙燕姿翻唱《红色高跟鞋》，魅惑嗓音配上动感舞蹈，性感十足！,https://www.bilibili.com/video/BV1bX4y1i7oG/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,1342,8,3,1
Training,Mandarin,Zhang_Zining,我们可能就这样-歌词版,https://www.bilibili.com/video/BV1Y44y187A6?p=13&vd_source=bda8c28f9763524b2b9bd9962b1b4120,4836,126,9,0
Training,Mandarin,Zhang_Zining,张紫宁新歌《失眠哲学》,https://www.bilibili.com/video/BV1YA411B74M/?spm_id_from=333.337.search-card.all.click,2277,91,10,0
Training,Mandarin,Zhang_Zining,火箭少女101紫宁翻唱林俊杰的《不为谁而作的歌》爆红网络！,https://www.bilibili.com/video/BV12x411o7nA/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120,22171,179,60,0
Training,Mandarin,Zhang_Zining,不爱而别,https://www.bilibili.com/video/BV1Y44y187A6?p=12&vd_source=bda8c28f9763524b2b9bd9962b1b4120,4836,126,9,0
Training,Mandarin,Zhang_Zining,一首让你怀疑耳机质量的OST，网剧《穿越火线》最新插曲《不服》,https://www.bilibili.com/video/BV1Vf4y1d7hk/?spm_id_from=333.337.search-card.all.click,14364,548,50,0
Training,Mandarin,Zhang_Zining,【张紫宁】《如果你也听说》练习室 （张惠妹cover）字幕LYRICS,https://www.youtube.com/watch?v=ZSFv6okSohU,16396,213,9,0
Training,Mandarin,Zhang_Zining,念未别,https://www.bilibili.com/video/BV1Y44y187A6?p=8&vd_source=bda8c28f9763524b2b9bd9962b1b4120,4836,126,9,0
Training,Mandarin,Zhang_Zining,月下,https://www.bilibili.com/video/BV1Y44y187A6?p=9&vd_source=bda8c28f9763524b2b9bd9962b1b4120,4836,126,9,0
Training,Mandarin,Zhang_Zining,恋爱三分甜,https://www.bilibili.com/video/BV1Y44y187A6?p=10&vd_source=bda8c28f9763524b2b9bd9962b1b4120,4836,126,9,0
Training,Mandarin,Zhang_Zining,我们,https://www.bilibili.com/video/BV1Y44y187A6?p=21&vd_source=bda8c28f9763524b2b9bd9962b1b4120,4836,126,9,0
Training,Mandarin,Zhang_Zining,云边,https://www.bilibili.com/video/BV1Y44y187A6?p=11&vd_source=bda8c28f9763524b2b9bd9962b1b4120,4836,126,9,0
Training,Mandarin,Zhang_Zining,愉快纪念,https://www.bilibili.com/video/BV1Y44y187A6?p=15&vd_source=bda8c28f9763524b2b9bd9962b1b4120,4836,126,9,0
Training,Mandarin,Zhang_Zining,戏春令,https://www.bilibili.com/video/BV1Y44y187A6?p=7&vd_source=bda8c28f9763524b2b9bd9962b1b4120,4836,126,9,0
Training,Mandarin,Zhang_Zining,好人坏人-歌词版,https://www.bilibili.com/video/BV1Y44y187A6?p=4&vd_source=bda8c28f9763524b2b9bd9962b1b4120,4836,126,9,0
Training,Mandarin,Zhang_Zining,做张紫宁的作品粉好幸福-紫宁solo歌曲MV合集,https://www.bilibili.com/video/BV1Y44y187A6/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120,4836,126,9,0
Training,Mandarin,Zhang_Zining,落笔成殇-剧情版,https://www.bilibili.com/video/BV1Y44y187A6?p=2&vd_source=bda8c28f9763524b2b9bd9962b1b4120,4836,126,9,0
Training,Mandarin,Zhang_Zining,I WANNA SEE YOU NOW,https://www.bilibili.com/video/BV1Y44y187A6?p=6&vd_source=bda8c28f9763524b2b9bd9962b1b4120,4836,126,9,0
Training,Mandarin,Zhang_Zining,火箭少女101紫宁（张紫宁）《清平乐》MV（纯净无对白）,https://www.bilibili.com/video/BV1Zi4y137ag/?spm_id_from=333.337.search-card.all.click,50628,693,24,0
Training,Mandarin,Zhang_Zining,爱转,https://www.bilibili.com/video/BV1Y44y187A6?p=17&vd_source=bda8c28f9763524b2b9bd9962b1b4120,4836,126,9,0
Training,Mandarin,Zhang_Zining,我想我不一样,https://www.bilibili.com/video/BV1Y44y187A6?p=18&vd_source=bda8c28f9763524b2b9bd9962b1b4120,4836,126,9,0
Training,Mandarin,Zhang_Zining,眉飞色舞,https://www.bilibili.com/video/BV19Z4y137sk?p=9,4085,64,9,0
Training,Mandarin,Zhang_Zining,【舞台】张紫宁《漂流》舞台冬日氛围感满满,https://www.bilibili.com/video/BV1MV4y1F78U/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120,25259,619,40,0
Training,Mandarin,Zhang_Zining,对立面,https://www.bilibili.com/video/BV1Y44y187A6?p=5&vd_source=bda8c28f9763524b2b9bd9962b1b4120,4836,126,9,0
Training,Mandarin,Zhang_Zining,火箭少女101 紫宁《自己》Mv solo直拍 -(风中歌唱组),https://www.bilibili.com/video/BV1At41137U8/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120,3003,91,6,0
Training,Mandarin,Zhang_Zining,【索尼音乐】張紫寧 Winnie Zhang《我想我不一樣》Official Music Video,https://www.bilibili.com/video/BV1G341137GS/?spm_id_from=333.337.search-card.all.click,96,2,0,0
Training,Mandarin,Zhang_Zining,其实也还好-歌词版,https://www.bilibili.com/video/BV1Y44y187A6?p=14&vd_source=bda8c28f9763524b2b9bd9962b1b4120,4836,126,9,0
Training,Mandarin,Zhang_Zining,苏西的世界,https://www.bilibili.com/video/BV1Y44y187A6?p=16&vd_source=bda8c28f9763524b2b9bd9962b1b4120,4836,126,9,0
Training,Mandarin,Zhang_Zining,【Official MV】苏西的世界 - 张紫宁,https://www.bilibili.com/video/BV11541157rj/?spm_id_from=333.337.search-card.all.click,2010,79,18,0
Training,Mandarin,Zhang_Zining,"【张紫宁】数字EP先行单曲《爱转》-- ""过去不打扰，未来刚好""",https://www.bilibili.com/video/BV1x54y1v7d4/?spm_id_from=333.337.search-card.all.click,6500,355,25,0
Training,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--笼，消失的她片尾主题曲,https://www.bilibili.com/video/BV1Hj411Z7AR/?spm_id_from=333.788.recommend_more_video.-1&vd_source=bda8c28f9763524b2b9bd9962b1b4120,1778,52,18,1
Training,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--字字句句，他字字未提喜欢你，你句句都是我愿意,https://www.bilibili.com/video/BV1g8411S7DM/?spm_id_from=333.788.recommend_more_video.-1&vd_source=bda8c28f9763524b2b9bd9962b1b4120,582,17,1,1
Training,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--Love U U，关于爱永远差了那么一点接近永远，很想给你幸福你却自我保护,https://www.bilibili.com/video/BV13p4y1G7WM/?spm_id_from=333.788.recommend_more_video.-1&vd_source=bda8c28f9763524b2b9bd9962b1b4120,10144,4,1,1
Training,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--愿与愁，感受人与人之间爱的连接与温度,https://www.bilibili.com/video/BV1cu4y1D7R3/?spm_id_from=333.788.recommend_more_video.-1&vd_source=bda8c28f9763524b2b9bd9962b1b4120,10311,3,4,1
Training,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--记得+全新MV，陪紫宁走过的那些年一定记得,https://www.bilibili.com/video/BV1X8411U7tn/?spm_id_from=333.788.recommend_more_video.-1&vd_source=bda8c28f9763524b2b9bd9962b1b4120,3775,63,4,1
Training,English,Zhang_Zining,[AI张紫宁]翻唱--After The Rain，大雨过后奔向我们永远都不会承受痛苦的地方,https://www.bilibili.com/video/BV17u4y117ZZ/?vd_source=bda8c28f9763524b2b9bd9962b1b4120,317,4,2,1
Training,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--大男人·小女孩（cover：林俊杰），遗憾的已都变成勉强了，怎么能重新再来,https://www.bilibili.com/video/BV1KG411Z7Q5/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,264,4,1,1
Training,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--离开的那一些，我们的故事有始有终，美好的时光回味无穷,https://www.bilibili.com/video/BV11h4y1y7vS/?spm_id_from=333.788.recommend_more_video.1&vd_source=bda8c28f9763524b2b9bd9962b1b4120,249,4,0,1
Training,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--我曾遇到一束光,https://www.bilibili.com/video/BV1Zu411L7PV/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,11369,110,20,1
Training,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--Baby Baby（cover：林俊杰），将来我们都是某个女孩唯一依靠，碰肩膀的微笑,https://www.bilibili.com/video/BV1hP411W7dJ/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,131,0,1,1
Training,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--交换余生，阴天之后总有续命的晴空,https://www.bilibili.com/video/BV1vN411Y77U/?spm_id_from=333.788.recommend_more_video.1&vd_source=bda8c28f9763524b2b9bd9962b1b4120,453,12,2,1
Training,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--不为谁而作的歌（cover：林俊杰），也许在真实面对自己才不顾一切,https://www.bilibili.com/video/BV1cp4y1N7BV/?spm_id_from=444.41.list.card_archive.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120,218,0,1,1
Validation,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《Yo Soy Eterno》西语版 | Revelación｜G.E.M.,https://www.bilibili.com/video/BV11M4y1j7dR/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619,86364,6169,180,0
Validation,Mandarin,G.E.M.,【官方MV】G.E.M.邓紫棋《天空没有极限》| 第十四章 | 启示录REVELATION,https://www.bilibili.com/video/BV1fd4y1T72J/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619,1251350,55879,3506,0
Validation,Mandarin,G.E.M.,【4K珍藏】邓紫棋《多远都要在一起》！请不要离开我的回忆！,https://www.bilibili.com/video/BV1km4y1Y7VD/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619,3863315,81764,1645,0
Validation,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《Me & You》西语版 | Revelación｜G.E.M.,https://www.bilibili.com/video/BV1Pm4y1E7ns/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619,58860,5114,122,0
Validation,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《Mira Hacia El Cielo》西语版 | Revelación｜G.E.M.,https://www.bilibili.com/video/BV1sx4y1o7s3/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619,173189,8886,346,0
Validation,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《 Fuerza Centrífuga》西语版 | Revelación｜G.E.M.,https://www.bilibili.com/video/BV1vV4y1h7nv/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619,58501,5053,173,0
Validation,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《Pasión》西语版 | Revelación｜G.E.M.,https://www.bilibili.com/video/BV1Tx4y1o7n8/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619,105730,9548,381,0
Validation,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《El Hombre que Ríe 》西语版 | Revelación｜G.E.M.,https://www.bilibili.com/video/BV11k4y1K7kj/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619,49940,4638,166,0
Validation,Mandarin,G.E.M.,邓紫棋江苏跨年《倒数》磅礴高音版回归！,https://www.bilibili.com/video/BV1BR4y1U7g6/?spm_id_from=333.788.recommend_more_video.-1&vd_source=6773a02315422cd9e9d1490e5baec619,3228903,96552,3698,0
Validation,Mandarin,G.E.M.,【官方MV】G.E.M.邓紫棋《夜的尽头》| 第十三章 | 启示录REVELATION,https://www.bilibili.com/video/BV1z8411t7tB/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619,800347,35198,2016,0
Validation,Mandarin,G.E.M.,《冰河时代》-【启示录/MV】-（2022.08.30）,https://www.bilibili.com/video/BV1Ab411u7jT?p=8,1383512,18527,638,0
Validation,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《La Edad de Hielo》西语版 | Revelación｜G.E.M.,https://www.bilibili.com/video/BV1eg4y1w7Wo/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619,57940,5114,123,0
Validation,Mandarin,G.E.M.,【官方MV】G.E.M.邓紫棋《受难曲》 | 第六章 | 启示录REVELATION,https://www.bilibili.com/video/BV1wv4y1F7tF/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619,1254569,58359,3785,0
Validation,Mandarin,G.E.M.,《少年与海》-【启示录/MV】-（2022.09.02）,https://www.bilibili.com/video/BV1Ab411u7jT?p=7,1383512,18527,638,0
Validation,Mandarin,G.E.M.,《你不是第一个离开的人》-【启示录/MV】-（2022.08.19）,https://www.bilibili.com/video/BV1Ab411u7jT?p=11,1383512,18527,638,0
Validation,Mandarin,G.E.M.,《受难曲》-【启示录/MV】-（2022.08.26）,https://www.bilibili.com/video/BV1Ab411u7jT?p=9,1383512,18527,638,0
Validation,Mandarin,G.E.M.,【官方MV】G.E.M.邓紫棋《让世界暂停一分钟》| 第十二章 | 启示录REVELATION,https://www.bilibili.com/video/BV1XW4y1i72L/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619,600030,27994,1436,0
Validation,Mandarin,G.E.M.,《不想回家》-【启示录/MV】-（2022.08.23）,https://www.bilibili.com/video/BV1Ab411u7jT?p=10,1383512,18527,638,0
Validation,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《El Viejo y El Mar》西语版 | Revelación｜G.E.M.,https://www.bilibili.com/video/BV14V411T7fP/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619,249717,14164,318,0
Validation,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《Un Momento》西语版 | Revelación｜G.E.M.,https://www.bilibili.com/video/BV1HP411y7mb/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619,51899,4596,140,0
Validation,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《Gloria》西语版 | Revelación｜G.E.M.,https://www.bilibili.com/video/BV1Xh411K7Ts/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619,303877,24364,1171,0
Validation,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《One More Night》西语版 | Revelación｜G.E.M.,https://www.bilibili.com/video/BV1aN411m7bd/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619,85466,6101,238,0
Validation,Mandarin,G.E.M.,淦！邓紫棋唱《曹操》也太好听了吧！,https://www.bilibili.com/video/BV1pT4y1J7KF/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619,14094602,336298,6080,0
